district,sector,year,value_rs_cr,rank,growth_pct,contribution_pct
VIZIANAGARAM,Forestry & Logging,2023-24 (SRE),185,19,5.11,1.9
VIZIANAGARAM,Forestry & Logging,2024-25 (FRE),190.52372642891467,19,3.24,1.91
VIZIANAGARAM,Forestry & Logging,2025-26 (FAE),280.78271189820725,18,47.12,2.72
PARVATHIPURAM MANYAM,Forestry & Logging,2022-23 (TRE),250.015100832075,14,,2.77
PARVATHIPURAM MANYAM,Forestry & Logging,2023-24 (SRE),272,14,8.8,2.79
PARVATHIPURAM MANYAM,Forestry & Logging,2024-25 (FRE),277.38234206541875,14,1.84,2.77
PARVATHIPURAM MANYAM,Forestry & Logging,2025-26 (FAE),260.0520776113235,19,-6.14,2.52
ALLURI SEETHA RAMA RAJU,Forestry & Logging,2022-23 (TRE),588.5383949033352,6,,6.52
ALLURI SEETHA RAMA RAJU,Forestry & Logging,2023-24 (SRE),652,5,10.7,6.68
ALLURI SEETHA RAMA RAJU,Forestry & Logging,2024-25 (FRE),667.562268241479,5,2.45,6.68
ALLURI SEETHA RAMA RAJU,Forestry & Logging,2025-26 (FAE),469.257607655756,9,-29.79,4.55
POLAVARAM,Forestry & Logging,2022-23 (TRE),665.4779306340138,3,,7.36
POLAVARAM,Forestry & Logging,2023-24 (SRE),741,3,11.43,7.59
POLAVARAM,Forestry & Logging,2024-25 (FRE),759.8870667511302,3,2.56,7.6
POLAVARAM,Forestry & Logging,2025-26 (FAE),471.09254255609056,8,-38.03,4.57
VISAKHAPATNAM,Forestry & Logging,2022-23 (TRE),68.1234873766224,28,,0.75
VISAKHAPATNAM,Forestry & Logging,2023-24 (SRE),72,28,5.88,0.74
VISAKHAPATNAM,Forestry & Logging,2024-25 (FRE),71.79255491551628,28,0,0.72
VISAKHAPATNAM,Forestry & Logging,2025-26 (FAE),99.95670445543178,28,38.89,0.97
ANAKAPALLE,Forestry & Logging,2022-23 (TRE),248.5145010099535,15,,2.76
ANAKAPALLE,Forestry & Logging,2023-24 (SRE),265,15,6.43,2.71
ANAKAPALLE,Forestry & Logging,2024-25 (FRE),275.68925536002337,15,4.15,2.76
ANAKAPALLE,Forestry & Logging,2025-26 (FAE),311.0320838951868,17,12.68,3.01
KAKINADA,Forestry & Logging,2022-23 (TRE),140.36517674985853,21,,1.55
KAKINADA,Forestry & Logging,2023-24 (SRE),149,21,6.43,1.53
KAKINADA,Forestry & Logging,2024-25 (FRE),154.26716238684642,21,3.36,1.54
KAKINADA,Forestry & Logging,2025-26 (FAE),219.22533729691483,21,42.21,2.12
DR.B.R.AMBEDKAR KONASEEMA,Forestry & Logging,2022-23 (TRE),93.98307910918102,25,,1.04
DR.B.R.AMBEDKAR KONASEEMA,Forestry & Logging,2023-24 (SRE),97,25,3.19,0.99
DR.B.R.AMBEDKAR KONASEEMA,Forestry & Logging,2024-25 (FRE),100.04089825899129,25,3.09,1
DR.B.R.AMBEDKAR KONASEEMA,Forestry & Logging,2025-26 (FAE),184.70935483048612,24,85,1.79
EAST GODAVARI,Forestry & Logging,2022-23 (TRE),118.97180406646002,23,,1.32
EAST GODAVARI,Forestry & Logging,2023-24 (SRE),123,23,3.36,1.26
EAST GODAVARI,Forestry & Logging,2024-25 (FRE),126.84919185134558,23,3.25,1.27
EAST GODAVARI,Forestry & Logging,2025-26 (FAE),220.13351533158996,20,73.23,2.13
WEST GODAVARI,Forestry & Logging,2022-23 (TRE),90.58288127950267,26,,1.01
WEST GODAVARI,Forestry & Logging,2023-24 (SRE),93,26,2.2,0.95
WEST GODAVARI,Forestry & Logging,2024-25 (FRE),96.30993267830561,26,3.23,0.96
WEST GODAVARI,Forestry & Logging,2025-26 (FAE),181.6328784157144,25,89.58,1.76
ELURU,Forestry & Logging,2022-23 (TRE),378.63024552260254,9,,4.2
ELURU,Forestry & Logging,2023-24 (SRE),409,9,7.92,4.19
ELURU,Forestry & Logging,2024-25 (FRE),417.6365609389131,9,2.2,4.18
ELURU,Forestry & Logging,2025-26 (FAE),446.16897055023145,10,6.7,4.32
KRISHNA,Forestry & Logging,2022-23 (TRE),121.08959062180152,22,,1.34
KRISHNA,Forestry & Logging,2023-24 (SRE),126,22,4.13,1.29
KRISHNA,Forestry & Logging,2024-25 (FRE),129.6418491936316,22,3.17,1.3
KRISHNA,Forestry & Logging,2025-26 (FAE),205.00719046849272,23,57.69,1.99
NTR,Forestry & Logging,2022-23 (TRE),160.66399525764348,20,,1.78
NTR,Forestry & Logging,2023-24 (SRE),173,20,7.45,1.77
NTR,Forestry & Logging,2024-25 (FRE),180.6772135706642,20,4.62,1.81
NTR,Forestry & Logging,2025-26 (FAE),214.2196203594644,22,18.23,2.07
GUNTUR,Forestry & Logging,2022-23 (TRE),74.96072638556757,27,,0.83
GUNTUR,Forestry & Logging,2023-24 (SRE),77,27,2.67,0.79
GUNTUR,Forestry & Logging,2024-25 (FRE),79.04651753758921,27,2.6,0.79
GUNTUR,Forestry & Logging,2025-26 (FAE),148.56847314926512,27,88.61,1.44
BAPATLA,Forestry & Logging,2022-23 (TRE),98.33597371559,24,,1.08
BAPATLA,Forestry & Logging,2023-24 (SRE),102,24,4.08,1.04
BAPATLA,Forestry & Logging,2024-25 (FRE),104.541489869204,24,2.94,1.05
BAPATLA,Forestry & Logging,2025-26 (FAE),173.05849966292496,26,64.76,1.68
PALNADU,Forestry & Logging,2022-23 (TRE),374.612956883743,10,,4.15
PALNADU,Forestry & Logging,2023-24 (SRE),402,10,7.2,4.12
PALNADU,Forestry & Logging,2024-25 (FRE),413.0605086356478,10,2.74,4.13
PALNADU,Forestry & Logging,2025-26 (FAE),431.42374411554226,11,4.36,4.18
MARKAPURAM,Forestry & Logging,2022-23 (TRE),775.4750844829671,2,,8.58
MARKAPURAM,Forestry & Logging,2023-24 (SRE),853,2,10.06,8.74
MARKAPURAM,Forestry & Logging,2024-25 (FRE),872.3078823575638,2,2.23,8.72
MARKAPURAM,Forestry & Logging,2025-26 (FAE),668.2842378134274,2,-23.39,6.47
PRAKASAM,Forestry & Logging,2022-23 (TRE),208.84499662137412,18,,2.31
PRAKASAM,Forestry & Logging,2023-24 (SRE),214,18,2.39,2.19
PRAKASAM,Forestry & Logging,2024-25 (FRE),226.0964540223934,18,5.61,2.26
PRAKASAM,Forestry & Logging,2025-26 (FAE),332.9541649264014,16,47.35,3.23
SPS NELLORE,Forestry & Logging,2022-23 (TRE),504.3586971071595,7,,5.58
SPS NELLORE,Forestry & Logging,2023-24 (SRE),539,7,6.94,5.52
SPS NELLORE,Forestry & Logging,2024-25 (FRE),552.9816155541096,7,2.6,5.53
SPS NELLORE,Forestry & Logging,2025-26 (FAE),553.3918359332845,6,0,5.36
KURNOOL,Forestry & Logging,2022-23 (TRE),218.78439456089382,17,,2.42
KURNOOL,Forestry & Logging,2023-24 (SRE),229,17,4.57,2.35
KURNOOL,Forestry & Logging,2024-25 (FRE),232.6040333465244,17,1.75,2.33
KURNOOL,Forestry & Logging,2025-26 (FAE),362.7689581710315,14,55.79,3.52
NANDYAL,Forestry & Logging,2022-23 (TRE),607.4684085133781,4,,6.72
NANDYAL,Forestry & Logging,2023-24 (SRE),666,4,9.72,6.82
NANDYAL,Forestry & Logging,2024-25 (FRE),681.0162769712538,4,2.25,6.81
NANDYAL,Forestry & Logging,2025-26 (FAE),588.2864905563378,3,-13.66,5.7
ANANTHAPURAMU,Forestry & Logging,2022-23 (TRE),350.112346699354,11,,3.87
ANANTHAPURAMU,Forestry & Logging,2023-24 (SRE),371,12,6,3.8
ANANTHAPURAMU,Forestry & Logging,2024-25 (FRE),374.62930514406105,12,1.08,3.75
ANANTHAPURAMU,Forestry & Logging,2025-26 (FAE),518.6204838308959,7,38.4,5.03
SRI SATYA SAI,Forestry & Logging,2022-23 (TRE),407.5490780600726,8,,4.52
SRI SATYA SAI,Forestry & Logging,2023-24 (SRE),435,8,6.62,4.46
SRI SATYA SAI,Forestry & Logging,2024-25 (FRE),440.593946661004,8,1.38,4.41
SRI SATYA SAI,Forestry & Logging,2025-26 (FAE),555.1104932821953,5,25.85,5.38
YSR KADAPA,Forestry & Logging,2022-23 (TRE),829.8423767505411,1,,9.19
YSR KADAPA,Forestry & Logging,2023-24 (SRE),913,1,10,9.35
YSR KADAPA,Forestry & Logging,2024-25 (FRE),933.367976807524,1,2.19,9.33
YSR KADAPA,Forestry & Logging,2025-26 (FAE),751.0315670578569,1,-19.51,7.28
ANNAMAYYA,Forestry & Logging,2022-23 (TRE),311.2348505240223,13,,3.44
ANNAMAYYA,Forestry & Logging,2023-24 (SRE),336,13,8.04,3.44
ANNAMAYYA,Forestry & Logging,2024-25 (FRE),341.5683460003536,13,1.79,3.42
ANNAMAYYA,Forestry & Logging,2025-26 (FAE),378.10770190016143,12,10.53,3.66
CHITTOOR,Forestry & Logging,2022-23 (TRE),342.7760701652867,12,,3.8
CHITTOOR,Forestry & Logging,2023-24 (SRE),373,11,8.75,3.82
CHITTOOR,Forestry & Logging,2024-25 (FRE),382.14246489138054,11,2.41,3.82
CHITTOOR,Forestry & Logging,2025-26 (FAE),371.29626250339936,13,-2.88,3.6
TIRUPATI,Forestry & Logging,2022-23 (TRE),590.5542906165119,5,,6.54
TIRUPATI,Forestry & Logging,2023-24 (SRE),647,6,9.48,6.63
TIRUPATI,Forestry & Logging,2024-25 (FRE),661.3558056998918,6,2.16,6.61
TIRUPATI,Forestry & Logging,2025-26 (FAE),569.8598136523832,4,-13.77,5.52
SRIKAKULAM,Fishing & Aquaculture,2022-23 (TRE),2592.75842034851,8,,2.44
SRIKAKULAM,Fishing & Aquaculture,2023-24 (SRE),2789.563059999442,8,7.6,2.5
SRIKAKULAM,Fishing & Aquaculture,2024-25 (FRE),2753.588171104975,9,-1.29,2.14
SRIKAKULAM,Fishing & Aquaculture,2025-26 (FAE),3133.268261230415,9,13.76,2.05
VIZIANAGARAM,Fishing & Aquaculture,2022-23 (TRE),333.6346087325136,17,,0.31
VIZIANAGARAM,Fishing & Aquaculture,2023-24 (SRE),266.500826212615,19,-20.36,0.24
VIZIANAGARAM,Fishing & Aquaculture,2024-25 (FRE),292.18760855777305,20,9.77,0.23
VIZIANAGARAM,Fishing & Aquaculture,2025-26 (FAE),602.4417016092143,17,106.16,0.39
PARVATHIPURAM MANYAM,Fishing & Aquaculture,2022-23 (TRE),228.92001509195742,20,,0.22
PARVATHIPURAM MANYAM,Fishing & Aquaculture,2023-24 (SRE),247.53404167692082,20,8.3,0.22
PARVATHIPURAM MANYAM,Fishing & Aquaculture,2024-25 (FRE),301.9755009373803,19,21.77,0.24
PARVATHIPURAM MANYAM,Fishing & Aquaculture,2025-26 (FAE),271.69521209495485,20,-9.93,0.18
ALLURI SEETHA RAMA RAJU,Fishing & Aquaculture,2022-23 (TRE),64.20478876077034,28,,0.06
ALLURI SEETHA RAMA RAJU,Fishing & Aquaculture,2023-24 (SRE),83.78896225257309,25,31.25,0.08
ALLURI SEETHA RAMA RAJU,Fishing & Aquaculture,2024-25 (FRE),70.7188719063582,26,-15.48,0.06
ALLURI SEETHA RAMA RAJU,Fishing & Aquaculture,2025-26 (FAE),75.16124280886476,26,5.63,0.05
POLAVARAM,Fishing & Aquaculture,2022-23 (TRE),69.57062992062649,27,,0.07
POLAVARAM,Fishing & Aquaculture,2023-24 (SRE),83.66877446851694,25,20,0.08
POLAVARAM,Fishing & Aquaculture,2024-25 (FRE),99.49464719043073,24,17.86,0.08
POLAVARAM,Fishing & Aquaculture,2025-26 (FAE),110.44646749181668,24,11.11,0.07
VISAKHAPATNAM,Fishing & Aquaculture,2022-23 (TRE),1754.7216247819574,11,,1.65
VISAKHAPATNAM,Fishing & Aquaculture,2023-24 (SRE),1976.9203128373174,10,12.65,1.77
VISAKHAPATNAM,Fishing & Aquaculture,2024-25 (FRE),2149.9662430438434,11,8.75,1.67
VISAKHAPATNAM,Fishing & Aquaculture,2025-26 (FAE),2315.3678092441355,11,7.67,1.51
ANAKAPALLE,Fishing & Aquaculture,2022-23 (TRE),1651.1981502387446,13,,1.55
ANAKAPALLE,Fishing & Aquaculture,2023-24 (SRE),1693.4726891055157,11,2.54,1.52
ANAKAPALLE,Fishing & Aquaculture,2024-25 (FRE),1944.5252170311585,13,14.88,1.51
ANAKAPALLE,Fishing & Aquaculture,2025-26 (FAE),2080.180774273623,12,6.94,1.36
KAKINADA,Fishing & Aquaculture,2022-23 (TRE),4739.226256429223,7,,4.46
KAKINADA,Fishing & Aquaculture,2023-24 (SRE),5214.51654736677,7,10.04,4.67
KAKINADA,Fishing & Aquaculture,2024-25 (FRE),5926.21016804923,7,13.63,4.61
KAKINADA,Fishing & Aquaculture,2025-26 (FAE),7435.3802168152415,7,25.46,4.86
DR.B.R.AMBEDKAR KONASEEMA,Fishing & Aquaculture,2022-23 (TRE),5808.833004038631,6,,5.47
DR.B.R.AMBEDKAR KONASEEMA,Fishing & Aquaculture,2023-24 (SRE),6689.268865490514,6,15.15,5.99
DR.B.R.AMBEDKAR KONASEEMA,Fishing & Aquaculture,2024-25 (FRE),8732.323308383233,6,30.54,6.8
DR.B.R.AMBEDKAR KONASEEMA,Fishing & Aquaculture,2025-26 (FAE),8780.718509324179,6,0.56,5.74
EAST GODAVARI,Fishing & Aquaculture,2022-23 (TRE),1735.4678636337349,12,,1.63
EAST GODAVARI,Fishing & Aquaculture,2023-24 (SRE),1555.9864331088165,13,-10.32,1.39
EAST GODAVARI,Fishing & Aquaculture,2024-25 (FRE),2115.7422284384797,12,35.99,1.65
EAST GODAVARI,Fishing & Aquaculture,2025-26 (FAE),2348.0853376133127,10,10.96,1.53
WEST GODAVARI,Fishing & Aquaculture,2022-23 (TRE),16183.48717281638,3,,15.23
WEST GODAVARI,Fishing & Aquaculture,2023-24 (SRE),18123.08816040734,3,11.99,16.22
WEST GODAVARI,Fishing & Aquaculture,2024-25 (FRE),19793.960610463546,3,9.22,15.41
WEST GODAVARI,Fishing & Aquaculture,2025-26 (FAE),23825.983113249684,3,20.37,15.57
ELURU,Fishing & Aquaculture,2022-23 (TRE),22446.39616635513,2,,21.12
ELURU,Fishing & Aquaculture,2023-24 (SRE),24180.67095954409,2,7.73,21.64
ELURU,Fishing & Aquaculture,2024-25 (FRE),27488.50994779986,1,13.68,21.4
ELURU,Fishing & Aquaculture,2025-26 (FAE),31287.737393528754,2,13.82,20.45
KRISHNA,Fishing & Aquaculture,2022-23 (TRE),22716.089699741548,1,,21.37
KRISHNA,Fishing & Aquaculture,2023-24 (SRE),24336.85566604823,1,7.14,21.78
KRISHNA,Fishing & Aquaculture,2024-25 (FRE),26710.35282166738,2,9.75,20.79
KRISHNA,Fishing & Aquaculture,2025-26 (FAE),36393.31379767424,1,36.25,23.79
NTR,Fishing & Aquaculture,2022-23 (TRE),309.9369791304868,19,,0.29
NTR,Fishing & Aquaculture,2023-24 (SRE),339.6689829586368,17,9.68,0.3
NTR,Fishing & Aquaculture,2024-25 (FRE),361.4040427740163,18,6.18,0.28
NTR,Fishing & Aquaculture,2025-26 (FAE),381.55675325893867,19,5.82,0.25
GUNTUR,Fishing & Aquaculture,2022-23 (TRE),621.7181917098649,16,,0.59
GUNTUR,Fishing & Aquaculture,2023-24 (SRE),650.5133830376011,16,4.66,0.58
GUNTUR,Fishing & Aquaculture,2024-25 (FRE),803.7730174713231,15,23.5,0.63
GUNTUR,Fishing & Aquaculture,2025-26 (FAE),976.1354813165909,15,21.39,0.64
BAPATLA,Fishing & Aquaculture,2022-23 (TRE),9006.04670185615,4,,8.47
BAPATLA,Fishing & Aquaculture,2023-24 (SRE),9069.154438719339,4,0.7,8.12
BAPATLA,Fishing & Aquaculture,2024-25 (FRE),11331.445455848112,4,24.94,8.82
BAPATLA,Fishing & Aquaculture,2025-26 (FAE),14053.898859820412,4,24.03,9.19
PALNADU,Fishing & Aquaculture,2022-23 (TRE),1554.072811207492,14,,1.46
PALNADU,Fishing & Aquaculture,2023-24 (SRE),1653.6796553736215,12,6.44,1.48
PALNADU,Fishing & Aquaculture,2024-25 (FRE),1553.366191712632,14,-6.11,1.21
PALNADU,Fishing & Aquaculture,2025-26 (FAE),1874.1114040036334,13,20.67,1.22
MARKAPURAM,Fishing & Aquaculture,2022-23 (TRE),145.53156529158804,21,,0.14
MARKAPURAM,Fishing & Aquaculture,2023-24 (SRE),165.7389510474496,21,13.7,0.15
MARKAPURAM,Fishing & Aquaculture,2024-25 (FRE),179.8560695622075,21,8.43,0.14
MARKAPURAM,Fishing & Aquaculture,2025-26 (FAE),142.37149949437804,21,-21.11,0.09
PRAKASAM,Fishing & Aquaculture,2022-23 (TRE),2533.100181869606,9,,2.38
PRAKASAM,Fishing & Aquaculture,2023-24 (SRE),2398.6973236767585,9,-5.29,2.15
PRAKASAM,Fishing & Aquaculture,2024-25 (FRE),3008.6785169480972,8,25.43,2.34
PRAKASAM,Fishing & Aquaculture,2025-26 (FAE),3213.5499126972863,8,6.81,2.1
SPS NELLORE,Fishing & Aquaculture,2022-23 (TRE),8327.32697008129,5,,7.84
SPS NELLORE,Fishing & Aquaculture,2023-24 (SRE),7671.178558755771,5,-7.88,6.86
SPS NELLORE,Fishing & Aquaculture,2024-25 (FRE),8994.79063711665,5,17.26,7
SPS NELLORE,Fishing & Aquaculture,2025-26 (FAE),10184.378751135653,5,13.22,6.66
KURNOOL,Fishing & Aquaculture,2022-23 (TRE),324.7844508401389,18,,0.31
KURNOOL,Fishing & Aquaculture,2023-24 (SRE),332.07399840929196,18,2.15,0.3
KURNOOL,Fishing & Aquaculture,2024-25 (FRE),427.7947418479716,17,28.92,0.33
KURNOOL,Fishing & Aquaculture,2025-26 (FAE),590.3869445371938,18,37.85,0.39
NANDYAL,Fishing & Aquaculture,2022-23 (TRE),643.5888624202674,15,,0.61
NANDYAL,Fishing & Aquaculture,2023-24 (SRE),715.103822422255,15,11.02,0.64
NANDYAL,Fishing & Aquaculture,2024-25 (FRE),773.2756434148716,16,8.11,0.6
NANDYAL,Fishing & Aquaculture,2025-26 (FAE),817.4169652727126,16,5.69,0.53
ANANTHAPURAMU,Fishing & Aquaculture,2022-23 (TRE),120.95782175032986,22,,0.11
ANANTHAPURAMU,Fishing & Aquaculture,2023-24 (SRE),99.03736404883117,22,-18.18,0.09
ANANTHAPURAMU,Fishing & Aquaculture,2024-25 (FRE),102.20531123599895,22,3.03,0.08
ANANTHAPURAMU,Fishing & Aquaculture,2025-26 (FAE),124.52118059017889,23,22.55,0.08
SRI SATYA SAI,Fishing & Aquaculture,2022-23 (TRE),113.1023206755239,24,,0.11
SRI SATYA SAI,Fishing & Aquaculture,2023-24 (SRE),94.62569965029235,23,-15.93,0.09
SRI SATYA SAI,Fishing & Aquaculture,2024-25 (FRE),76.60701277921764,25,-18.95,0.06
SRI SATYA SAI,Fishing & Aquaculture,2025-26 (FAE),108.96486047438287,25,41.56,0.07
YSR KADAPA,Fishing & Aquaculture,2022-23 (TRE),114.6439229009256,23,,0.11
YSR KADAPA,Fishing & Aquaculture,2023-24 (SRE),85.45221706170707,24,-26.09,0.08
YSR KADAPA,Fishing & Aquaculture,2024-25 (FRE),102.10478289534318,22,20,0.08
YSR KADAPA,Fishing & Aquaculture,2025-26 (FAE),125.63798904513044,22,23.53,0.08
ANNAMAYYA,Fishing & Aquaculture,2022-23 (TRE),107.5578621120902,25,,0.1
ANNAMAYYA,Fishing & Aquaculture,2023-24 (SRE),50.84551505008965,28,-52.78,0.05
ANNAMAYYA,Fishing & Aquaculture,2024-25 (FRE),66.89966774615537,27,31.37,0.05
ANNAMAYYA,Fishing & Aquaculture,2025-26 (FAE),31.771970691795367,27,-52.24,0.02
CHITTOOR,Fishing & Aquaculture,2022-23 (TRE),75.91287330681371,26,,0.07
CHITTOOR,Fishing & Aquaculture,2023-24 (SRE),62.22953083107709,27,-18.42,0.06
CHITTOOR,Fishing & Aquaculture,2024-25 (FRE),36.583757123136586,28,-40.32,0.03
CHITTOOR,Fishing & Aquaculture,2025-26 (FAE),21.740316537470708,28,-40.54,0.01
TIRUPATI,Fishing & Aquaculture,2022-23 (TRE),1954.9784945982913,10,,1.84
TIRUPATI,Fishing & Aquaculture,2023-24 (SRE),1110.025105556444,14,-43.22,0.99
TIRUPATI,Fishing & Aquaculture,2024-25 (FRE),2282.8194134549617,10,105.68,1.78
TIRUPATI,Fishing & Aquaculture,2025-26 (FAE),1677.4812239127705,14,-26.54,1.1
SRIKAKULAM,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),12104.09496332415,19,,2.8
SRIKAKULAM,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),12578.119722562478,19,3.92,2.81
SRIKAKULAM,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),13043.178630434926,20,3.7,2.61
SRIKAKULAM,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),13367.042294465853,19,2.48,2.48
VIZIANAGARAM,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),11135.733990084549,20,,2.58
VIZIANAGARAM,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),11015.64605288087,21,-1.08,2.46
VIZIANAGARAM,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),11790.735483659744,21,7.04,2.36
VIZIANAGARAM,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),12664.80584199572,21,7.41,2.35
PARVATHIPURAM MANYAM,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),6560.467031291074,26,,1.52
PARVATHIPURAM MANYAM,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),5537.645513573857,26,-15.58,1.24
PARVATHIPURAM MANYAM,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),6505.182480713961,26,17.46,1.3
PARVATHIPURAM MANYAM,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),6447.65179938194,26,-0.88,1.2
ALLURI SEETHA RAMA RAJU,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),7199.815309076293,25,,1.67
ALLURI SEETHA RAMA RAJU,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),7472.434823945776,25,3.78,1.67
ALLURI SEETHA RAMA RAJU,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),10437.101669018337,24,39.68,2.09
ALLURI SEETHA RAMA RAJU,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),11630.491814741274,22,11.43,2.16
POLAVARAM,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),2221.18983180406,28,,0.51
POLAVARAM,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),2249.352994193616,28,1.26,0.5
POLAVARAM,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),3027.56071891542,28,34.64,0.61
POLAVARAM,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),3331.0819174599774,28,10.01,0.62
VISAKHAPATNAM,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),3652.0485557499796,27,,0.85
VISAKHAPATNAM,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),3938.0282729292567,27,7.83,0.88
VISAKHAPATNAM,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),4270.697910275302,27,8.46,0.85
VISAKHAPATNAM,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),5014.189163274694,27,17.4,0.93
ANAKAPALLE,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),10031.452946593387,21,,2.32
ANAKAPALLE,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),9441.998760586699,24,-5.87,2.11
ANAKAPALLE,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),10601.412090607568,23,12.27,2.12
ANAKAPALLE,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),11623.281726766612,23,9.64,2.15
KAKINADA,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),13948.132269943879,13,,3.23
KAKINADA,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),15583.523751231527,12,11.73,3.48
KAKINADA,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),17890.156148288188,11,14.8,3.58
KAKINADA,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),20602.4957823516,10,15.16,3.82
DR.B.R.AMBEDKAR KONASEEMA,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),12298.418853146257,18,,2.85
DR.B.R.AMBEDKAR KONASEEMA,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),13341.251606785367,18,8.48,2.98
DR.B.R.AMBEDKAR KONASEEMA,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),15954.418126707598,16,19.59,3.19
DR.B.R.AMBEDKAR KONASEEMA,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),17101.415573592567,14,7.19,3.17
EAST GODAVARI,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),20802.635082438603,6,,4.82
EAST GODAVARI,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),20632.02685624308,6,-0.82,4.6
EAST GODAVARI,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),21686.078501855125,7,5.11,4.33
EAST GODAVARI,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),23080.071559760883,8,6.43,4.28
WEST GODAVARI,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),22958.958339183806,4,,5.32
WEST GODAVARI,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),25463.916313712434,4,10.91,5.68
WEST GODAVARI,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),28415.130920908883,3,11.59,5.68
WEST GODAVARI,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),33061.4389954348,3,16.35,6.13
ELURU,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),42338.02828777578,1,,9.81
ELURU,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),43074.161108363754,1,1.74,9.61
ELURU,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),50293.50379301813,1,16.76,10.05
ELURU,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),53448.33667190477,1,6.27,9.91
KRISHNA,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),33640.961657166816,2,,7.79
KRISHNA,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),35172.090477911246,2,4.55,7.85
KRISHNA,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),39031.94120989338,2,10.97,7.8
KRISHNA,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),48454.74652341198,2,24.14,8.98
NTR,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),8605.51354633736,24,,1.99
NTR,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),10135.050483790888,22,17.77,2.26
NTR,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),10700.24020820739,22,5.57,2.14
NTR,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),11471.17984967919,24,7.21,2.13
GUNTUR,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),8932.5237920655,23,,2.07
GUNTUR,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),9855.97771586122,23,10.33,2.2
GUNTUR,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),10213.837384502602,25,3.63,2.04
GUNTUR,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),10857.477659186581,25,6.3,2.01
BAPATLA,AGRICULTURE & ALLIED SECTOR,2022-23 (TRE),17723.605162173546,9,,4.11
BAPATLA,AGRICULTURE & ALLIED SECTOR,2023-24 (SRE),18565.25454237117,9,4.74,4.14
BAPATLA,AGRICULTURE & ALLIED SECTOR,2024-25 (FRE),20369.510406373207,9,9.72,4.07
BAPATLA,AGRICULTURE & ALLIED SECTOR,2025-26 (FAE),25154.551822690377,6,23.49,4.66
